BGIBMGA008184	XP_012543771.1
BGIBMGA006835	NP_001037229.1
BGIBMGA006273	XP_004923552.1
BGIBMGA013224	XP_004922780.2
BGIBMGA004722	XP_004926536.1
BGIBMGA004851	XP_004923358.1
BGIBMGA012314	XP_004933139.1
BGIBMGA012751	XP_012545605.1
BGIBMGA008529	XP_004928320.1
BGIBMGA010843	XP_004929099.2
BGIBMGA007952	XP_004928681.1
BGIBMGA000903	XP_004927918.1
BGIBMGA013533	XP_004926266.1
BGIBMGA011930	NP_001119734.1
BGIBMGA004461	XP_012550612.1
BGIBMGA004542	XP_004923508.1
BGIBMGA013810	XP_012544265.1
BGIBMGA000095	XP_004923127.1
BGIBMGA010406	XP_012548543.1
BGIBMGA004594	XP_004923502.1
BGIBMGA009291	XP_012551323.1
BGIBMGA002577	XP_004932398.1
BGIBMGA004591	XP_004923501.1
BGIBMGA010035	XP_012553039.1
BGIBMGA000126	XP_004923131.1
BGIBMGA000298	XP_004931926.1
BGIBMGA012156	XP_012544989.1
BGIBMGA005599	XP_004921931.1
BGIBMGA002017	XP_004932819.2
BGIBMGA010436	XP_012548599.1
BGIBMGA013996	NP_001040124.1
BGIBMGA003480	XP_012549286.1
BGIBMGA007124	XP_004932567.1
BGIBMGA003658	XP_004930084.1
BGIBMGA001714	XP_012547934.1
BGIBMGA001406	XP_004929712.1
BGIBMGA003626	XP_004930259.1
BGIBMGA009218	XP_004922674.1
BGIBMGA005687	XP_004922013.1
BGIBMGA011829	XP_004931553.1
BGIBMGA010581	XP_012548696.1
BGIBMGA001610	XP_004922281.1
BGIBMGA009040	NP_001127712.1
BGIBMGA007564	XP_012544481.1
BGIBMGA002830	XP_012550116.1
BGIBMGA002308	NP_001037500.1
BGIBMGA013714	XP_004926376.1
BGIBMGA001739	NP_001157388.1
BGIBMGA012239	XP_012551738.1
BGIBMGA013454	XP_004926589.1
BGIBMGA014154	XP_004926162.1
BGIBMGA003169	XP_004931077.1
BGIBMGA004678	NP_001266437.1
BGIBMGA007981	XP_012552733.1
BGIBMGA012130	XP_012551560.1
BGIBMGA009426	XP_012546990.1
BGIBMGA013751	XP_012553186.1
BGIBMGA001570	NP_001040481.1
BGIBMGA002478	NP_001037650.1
BGIBMGA011578	XP_004932689.1
BGIBMGA002173	XP_012544374.1
BGIBMGA008800	XP_004926742.1
BGIBMGA012718	NP_001182384.1
BGIBMGA000411	XP_012550827.1
BGIBMGA000381	XP_012550713.1
BGIBMGA004525	XP_012545722.1
BGIBMGA007323	XP_012546889.1
BGIBMGA001509	XP_004929632.1
BGIBMGA000241	XP_004932052.1
BGIBMGA005229	XP_012546161.1
BGIBMGA012288	XP_004933202.1
BGIBMGA013489	XP_012545867.1
BGIBMGA002070	XP_012551485.1
BGIBMGA007508	XP_004924671.1
BGIBMGA013685	XP_012546840.1
BGIBMGA006153	XP_004929203.1
BGIBMGA006820	XP_004924851.1
BGIBMGA011865	XP_012550515.1
BGIBMGA010862	XP_004924330.2
BGIBMGA002413	XP_012550204.1
BGIBMGA004336	NP_001037102.1
BGIBMGA001655	XP_004922227.1
BGIBMGA004861	XP_004923422.2
BGIBMGA002797	XP_012547735.1
BGIBMGA014449	XP_004927710.2
BGIBMGA006274	XP_012553301.1
BGIBMGA007924	XP_004928647.1
BGIBMGA004301	XP_012545144.1
BGIBMGA003715	NP_001103391.1
BGIBMGA007098	NP_001091765.1
BGIBMGA008284	XP_004924386.1
BGIBMGA008489	XP_012547618.1
BGIBMGA009898	XP_012553435.1
BGIBMGA003024	XP_012550062.1
BGIBMGA013983	XP_012552060.1
BGIBMGA006414	XP_012549564.1
BGIBMGA013046	XP_012548082.1
BGIBMGA002114	XP_004932814.1
BGIBMGA011083	XP_012543826.1
BGIBMGA000990	XP_004927819.1
BGIBMGA006280	XP_004933962.1
BGIBMGA001378	XP_004926781.2
BGIBMGA012897	XP_012548267.1
BGIBMGA002183	XP_012553439.1
BGIBMGA007626	XP_012547931.1
BGIBMGA004419	XP_004922528.1
BGIBMGA009317	XP_012543830.1
BGIBMGA007438	NP_001040300.1
BGIBMGA013500	XP_004926240.1
BGIBMGA005784	XP_004923863.1
BGIBMGA012867	XP_012548100.1
BGIBMGA012260	XP_012551763.1
BGIBMGA013805	XP_012550112.1
BGIBMGA011095	XP_004921751.1
BGIBMGA013707	XP_012545986.1
BGIBMGA003914	XP_012546244.1
BGIBMGA001668	NP_001040499.1
BGIBMGA006307	XP_004923542.1
BGIBMGA004940	NP_001243990.1
BGIBMGA005033	XP_004921867.1
BGIBMGA007232	XP_004927034.1
BGIBMGA005067	XP_004921817.1
BGIBMGA013502	XP_012545882.1
BGIBMGA002558	XP_012551096.1
BGIBMGA013088	XP_004929007.1
BGIBMGA009974	XP_004926430.2
BGIBMGA010198	XP_004931277.1
BGIBMGA000111	XP_012552884.1
BGIBMGA006500	XP_004930593.1
BGIBMGA011725	NP_001166761.1
BGIBMGA012974	XP_004928880.1
BGIBMGA003641	XP_004930060.1
BGIBMGA004580	XP_012553253.1
BGIBMGA011508	NP_001073348.1
BGIBMGA013185	NP_001170881.1
BGIBMGA013877	XP_004924387.1
BGIBMGA000923	XP_004927891.1
BGIBMGA013413	NP_001036884.1
BGIBMGA003446	XP_004930243.1
BGIBMGA002980	XP_004930983.1
BGIBMGA007792	NP_001243945.1
BGIBMGA007453	XP_012545897.1
BGIBMGA009607	NP_001040435.1
BGIBMGA008779	XP_012546293.1
BGIBMGA011598	XP_004927569.1
BGIBMGA009754	XP_012551904.1
BGIBMGA001873	NP_001093281.1
BGIBMGA002939	XP_004921647.1
BGIBMGA012525	XP_012545046.1
BGIBMGA001708	XP_012548863.1
BGIBMGA006776	XP_004930524.1
BGIBMGA001277	XP_004928105.1
BGIBMGA009446	XP_004922836.1
BGIBMGA010894	NP_001127746.1
BGIBMGA000406	XP_012550772.1
BGIBMGA001692	XP_012548518.1
BGIBMGA007070	XP_012551275.1
BGIBMGA000472	XP_004931997.1
BGIBMGA003280	XP_012544851.1
BGIBMGA002259	XP_012546673.1
BGIBMGA000621	NP_001108473.1
BGIBMGA011005	XP_012545269.1
BGIBMGA007899	XP_004928622.1
BGIBMGA000042	XP_004926109.1
BGIBMGA002896	XP_012549631.1
BGIBMGA009297	XP_012551279.1
BGIBMGA005154	XP_004921850.1
BGIBMGA009473	XP_012552699.1
BGIBMGA011253	XP_004930732.1
BGIBMGA005506	XP_004932223.1
BGIBMGA001701	XP_012548961.1
BGIBMGA008054	XP_004922902.1
BGIBMGA003663	XP_012549292.1
BGIBMGA008965	NP_001164466.1
BGIBMGA000602	XP_004929799.1
BGIBMGA008887	NP_001040246.1
BGIBMGA003892	XP_012544783.1
BGIBMGA009703	XP_012548244.1
BGIBMGA005551	XP_012545695.1
BGIBMGA005134	XP_012545168.1
BGIBMGA005390	XP_004932259.1
BGIBMGA011835	XP_004931557.1
BGIBMGA006952	XP_012553011.1
BGIBMGA001604	XP_012547618.1
BGIBMGA002605	XP_012551166.1
BGIBMGA000393	XP_004931916.1
BGIBMGA013266	XP_012552402.1
BGIBMGA011625	XP_004931589.1
BGIBMGA006805	XP_004924877.1
BGIBMGA002580	XP_004932395.1
BGIBMGA002831	XP_012550116.1
BGIBMGA014436	XP_004927620.1
BGIBMGA011430	XP_004932766.1
BGIBMGA008957	XP_012550658.1
BGIBMGA009491	XP_012552689.1
BGIBMGA012601	NP_001166737.1
BGIBMGA004516	XP_012545728.1
BGIBMGA002392	XP_012550127.1
BGIBMGA012316	XP_004933141.1
BGIBMGA006471	XP_004930645.2
BGIBMGA002012	XP_004932830.1
BGIBMGA009419	XP_004925424.1
BGIBMGA003496	XP_004930156.1
BGIBMGA010309	XP_004926963.1
BGIBMGA010580	XP_012548696.1
BGIBMGA004994	NP_001040388.1
BGIBMGA003454	XP_012549227.1
BGIBMGA004108	XP_004922411.1
BGIBMGA005312	XP_004932210.1
BGIBMGA003142	XP_012550054.1
BGIBMGA007042	XP_012551293.1
BGIBMGA001143	XP_012547338.1
BGIBMGA002663	NP_001116806.1
BGIBMGA008867	XP_004931797.1
BGIBMGA012857	XP_004928884.1
BGIBMGA004233	XP_004927171.2
BGIBMGA004287	XP_012545120.1
BGIBMGA008950	XP_012550588.1
BGIBMGA006948	XP_004923228.1
BGIBMGA004902	XP_012544426.1
BGIBMGA008467	XP_004928222.1
BGIBMGA002095	XP_012551413.1
BGIBMGA003362	XP_012552835.1
BGIBMGA013825	XP_012544274.1
BGIBMGA008764	XP_004926723.2
BGIBMGA007076	NP_001139724.1
BGIBMGA012431	XP_004925639.1
BGIBMGA007093	XP_004932532.1
BGIBMGA005950	XP_012548398.1
BGIBMGA010351	XP_004926558.2
BGIBMGA013738	XP_012553183.1
BGIBMGA007939	XP_012547800.1
BGIBMGA002341	XP_012546842.1
BGIBMGA012273	XP_004933147.1
BGIBMGA014459	XP_012552265.1
BGIBMGA004806	XP_012553081.1
BGIBMGA002394	XP_012550219.1
BGIBMGA014435	XP_012546477.1
BGIBMGA008545	XP_004928336.1
BGIBMGA010679	NP_001274771.1
BGIBMGA004612	NP_001036876.1
BGIBMGA007927	XP_012547977.1
BGIBMGA007747	XP_012547817.1
BGIBMGA014338	XP_012552727.1
BGIBMGA002130	XP_012551439.1
BGIBMGA010677	XP_004925566.1
BGIBMGA013633	XP_012549694.1
BGIBMGA000786	XP_004925700.1
BGIBMGA002722	XP_004932455.2
BGIBMGA000756	XP_004925728.1
BGIBMGA013476	XP_004926628.1
BGIBMGA013049	XP_004928951.1
BGIBMGA003954	NP_001135963.1
BGIBMGA010419	NP_001036831.1
BGIBMGA003873	XP_012544800.1
BGIBMGA007775	XP_012547991.1
BGIBMGA001851	XP_004933457.1
BGIBMGA013616	NP_001037682.1
BGIBMGA002972	XP_004930994.2
BGIBMGA006895	XP_012553021.1
BGIBMGA011741	XP_004931444.1
BGIBMGA001706	XP_004922157.1
BGIBMGA000210	XP_012552234.1
BGIBMGA006635	XP_012549409.1
BGIBMGA002712	XP_012551077.1
BGIBMGA007493	XP_004926318.1
BGIBMGA002273	XP_012547057.1
BGIBMGA010554	XP_012548711.1
BGIBMGA003863	NP_001127716.1
BGIBMGA009017	XP_012550617.1
BGIBMGA004629	XP_004926977.1
BGIBMGA006083	XP_004929128.1
BGIBMGA006306	XP_012553283.1
BGIBMGA003972	NP_001037388.1
BGIBMGA010920	XP_012544586.1
BGIBMGA010888	XP_012544217.1
BGIBMGA007723	XP_004928521.1
BGIBMGA008187	XP_004933832.1
BGIBMGA010661	XP_004925582.1
BGIBMGA013498	XP_004926247.1
BGIBMGA010249	XP_004931411.1
BGIBMGA012104	XP_004932925.1
BGIBMGA006279	XP_012553296.1
BGIBMGA011383	XP_004930763.1
BGIBMGA008224	XP_004926825.1
BGIBMGA005655	XP_004921986.1
BGIBMGA009196	XP_012546931.1
BGIBMGA012467	NP_001166801.1
BGIBMGA002632	XP_004932338.1
BGIBMGA009616	XP_012545942.1
BGIBMGA005760	XP_012543915.1
BGIBMGA000663	XP_004929837.1
BGIBMGA000767	XP_004925719.1
BGIBMGA009879	XP_004923648.1
BGIBMGA001847	XP_004933463.1
BGIBMGA010597	XP_004927225.2
BGIBMGA001948	XP_004933430.1
BGIBMGA006237	XP_004925682.1
BGIBMGA006830	XP_012544701.1
BGIBMGA010168	NP_001037394.1
BGIBMGA011931	XP_012544142.1
BGIBMGA006641	NP_001040209.1
BGIBMGA009205	XP_012548352.1
BGIBMGA002749	NP_001036823.1
BGIBMGA006808	XP_012544698.1
BGIBMGA002977	XP_012550084.1
BGIBMGA014285	XP_004933962.1
BGIBMGA003119	NP_001040359.1
BGIBMGA011622	XP_004931675.1
BGIBMGA001726	XP_004922163.1
BGIBMGA000925	NP_001040442.1
BGIBMGA001963	XP_004933503.1
BGIBMGA007702	NP_001036824.1
BGIBMGA013698	XP_012545988.1
BGIBMGA010573	XP_012548585.1
BGIBMGA009737	XP_004933267.2
BGIBMGA011242	XP_004930744.1
BGIBMGA008242	XP_004925970.2
BGIBMGA003688	XP_004930143.1
BGIBMGA003924	NP_001040316.1
BGIBMGA014248	XP_004925371.1
BGIBMGA008209	NP_001040528.1
BGIBMGA007591	XP_012544518.1
BGIBMGA001297	XP_004927981.1
BGIBMGA007327	NP_001243961.1
BGIBMGA000390	XP_004931911.1
BGIBMGA012578	XP_004926218.2
BGIBMGA000135	XP_012552919.1
BGIBMGA011404	XP_012549791.1
BGIBMGA004526	XP_012545724.1
BGIBMGA003327	XP_004923031.1
BGIBMGA002985	NP_001040515.1
BGIBMGA007311	NP_001106143.1
BGIBMGA009699	XP_004933262.1
BGIBMGA006022	XP_012548484.1
BGIBMGA010018	XP_004923298.1
BGIBMGA000759	XP_004925727.1
BGIBMGA004892	XP_012546707.1
BGIBMGA012877	XP_004928868.1
BGIBMGA006932	XP_012553025.1
BGIBMGA002014	XP_004932827.1
BGIBMGA001167	NP_001266436.1
BGIBMGA012754	XP_012545608.1
BGIBMGA005690	XP_004922019.1
BGIBMGA011899	XP_004924193.1
BGIBMGA003403	NP_001233214.1
BGIBMGA002491	XP_012550172.1
BGIBMGA009416	XP_012545213.1
BGIBMGA007473	XP_012545914.1
BGIBMGA005360	XP_004932122.1
BGIBMGA010444	XP_012548560.1
BGIBMGA012300	XP_012551781.1
BGIBMGA003364	XP_004922980.1
BGIBMGA004023	XP_004922402.1
BGIBMGA000855	XP_012547166.1
BGIBMGA013717	NP_001166193.1
BGIBMGA007325	XP_012546890.1
BGIBMGA004633	XP_004927555.1
BGIBMGA001712	XP_012548337.1
BGIBMGA004331	NP_001040382.1
BGIBMGA007400	XP_004923946.1
BGIBMGA006816	XP_004924866.1
BGIBMGA010556	XP_012548722.1
BGIBMGA000585	XP_012549076.1
BGIBMGA008524	XP_004928429.1
BGIBMGA007814	XP_004928528.1
BGIBMGA004970	XP_012544394.1
BGIBMGA002133	XP_012551440.1
BGIBMGA011133	XP_004925975.1
BGIBMGA005694	XP_012545765.1
BGIBMGA014377	NP_001037036.1
BGIBMGA003328	NP_001091773.1
BGIBMGA010433	NP_001243972.1
BGIBMGA011191	XP_004930856.1
BGIBMGA010253	XP_004931352.1
BGIBMGA002904	XP_012553098.1
BGIBMGA013195	XP_012552367.1
BGIBMGA010638	XP_004925524.1
BGIBMGA010622	XP_004925550.1
BGIBMGA012049	XP_012551605.1
BGIBMGA010837	XP_004933064.1
BGIBMGA010139	NP_001037277.1
BGIBMGA005146	XP_012545198.1
BGIBMGA004320	XP_004925322.1
BGIBMGA008366	XP_004928211.1
BGIBMGA005094	XP_012545154.1
BGIBMGA013069	XP_004928976.1
BGIBMGA001361	XP_004933725.1
BGIBMGA011574	XP_004932685.1
BGIBMGA005915	XP_004927522.1
BGIBMGA001469	NP_001091782.1
BGIBMGA001624	XP_004922355.1
BGIBMGA010972	XP_004925478.1
BGIBMGA001842	XP_004933467.1
BGIBMGA011106	XP_004926006.1
BGIBMGA001179	NP_001037514.1
BGIBMGA012967	XP_004928877.1
BGIBMGA011792	XP_012550404.1
BGIBMGA005231	XP_012546166.1
BGIBMGA005861	XP_012546450.1
BGIBMGA014255	XP_012545180.1
BGIBMGA008376	XP_004928195.1
BGIBMGA007140	NP_001182628.1
BGIBMGA010332	XP_012546147.1
BGIBMGA004373	XP_012550863.1
BGIBMGA000774	NP_001182392.1
BGIBMGA008841	XP_012546903.1
BGIBMGA001017	XP_004927787.1
BGIBMGA012575	XP_004925226.1
BGIBMGA006909	XP_012552989.1
BGIBMGA005942	XP_004929269.1
BGIBMGA000332	NP_001166714.1
BGIBMGA008810	XP_004927084.1
BGIBMGA002297	XP_012546721.1
BGIBMGA007226	XP_004927042.1
BGIBMGA003227	XP_012544850.1
BGIBMGA009773	XP_004933300.1
BGIBMGA010203	NP_001036903.1
BGIBMGA003452	XP_004930231.1
BGIBMGA003899	XP_012544832.1
BGIBMGA003213	XP_004925012.2
BGIBMGA012294	NP_001119733.1
BGIBMGA011168	NP_001093271.1
BGIBMGA010806	XP_004933033.1
BGIBMGA002228	XP_012544441.1
BGIBMGA013596	XP_012545096.1
BGIBMGA006929	NP_001037502.1
BGIBMGA003776	XP_004925834.2
BGIBMGA007274	XP_004925859.1
BGIBMGA007521	XP_004924643.1
BGIBMGA000853	XP_012547214.1
BGIBMGA002348	NP_001040359.1
BGIBMGA006790	XP_004930472.1
BGIBMGA011236	XP_012552601.1
BGIBMGA006283	XP_012553304.1
BGIBMGA005788	XP_004923868.1
BGIBMGA002524	XP_004931255.1
BGIBMGA008165	NP_001128386.1
BGIBMGA001153	XP_012547414.1
BGIBMGA006858	NP_001108336.1
BGIBMGA013209	XP_012552009.1
BGIBMGA005259	NP_001036950.1
BGIBMGA005090	XP_004921889.2
BGIBMGA003958	XP_012548007.1
BGIBMGA007417	XP_012543931.1
BGIBMGA012905	NP_001040369.1
BGIBMGA014134	XP_004925181.1
BGIBMGA013634	XP_012545078.1
BGIBMGA006654	XP_012549385.1
BGIBMGA010515	XP_004929545.2
BGIBMGA007416	XP_012543938.1
BGIBMGA002127	NP_001269150.1
BGIBMGA013742	XP_004923470.1
BGIBMGA006886	XP_012544710.1
BGIBMGA001523	XP_012548819.1
BGIBMGA008196	NP_001171667.1
BGIBMGA001402	NP_001040475.1
BGIBMGA014413	XP_004927636.1
BGIBMGA001190	XP_012547375.1
BGIBMGA004077	XP_004922485.2
BGIBMGA001283	XP_012547439.1
BGIBMGA000822	XP_004925740.1
BGIBMGA002415	XP_012550206.1
BGIBMGA012809	XP_004928960.1
BGIBMGA007110	XP_004932553.1
BGIBMGA012127	XP_004932951.1
BGIBMGA012172	XP_004925107.1
BGIBMGA014335	XP_004934007.1
BGIBMGA007710	NP_001037259.1
BGIBMGA011076	XP_004921728.2
BGIBMGA010857	XP_012544221.1
BGIBMGA001855	XP_004933452.1
BGIBMGA005091	XP_004921889.2
BGIBMGA007471	XP_012545899.1
BGIBMGA010121	XP_012550352.1
BGIBMGA006408	XP_004930557.1
BGIBMGA012549	XP_004925197.1
BGIBMGA006541	XP_004930478.1
BGIBMGA011438	NP_001036999.1
BGIBMGA003049	NP_001091835.2
BGIBMGA014360	XP_012546644.1
BGIBMGA006878	XP_012544659.1
BGIBMGA000805	XP_012545453.1
BGIBMGA004597	XP_012546646.1
BGIBMGA013078	XP_012548148.1
BGIBMGA002031	XP_004932864.1
BGIBMGA006985	NP_001188361.1
BGIBMGA002221	XP_004926847.1
BGIBMGA014506	NP_001127715.1
BGIBMGA004503	XP_012550993.1
BGIBMGA008043	XP_012552721.1
BGIBMGA003195	XP_012549922.1
BGIBMGA004486	XP_004922577.1
BGIBMGA001135	XP_012547380.1
BGIBMGA002312	XP_004922125.1
BGIBMGA009637	XP_004933332.1
BGIBMGA000771	XP_012545482.1
BGIBMGA008111	NP_001266349.1
BGIBMGA012324	XP_012551789.1
BGIBMGA013239	XP_004922787.1
BGIBMGA012562	NP_001103389.1
BGIBMGA005930	NP_001040226.1
BGIBMGA004396	XP_012550504.1
BGIBMGA007509	XP_004924669.1
BGIBMGA012149	XP_012544960.1
BGIBMGA014500	XP_004933752.2
BGIBMGA004040	XP_012549288.1
BGIBMGA008406	XP_012543826.1
BGIBMGA014352	XP_012553371.1
BGIBMGA013836	NP_001243958.1
BGIBMGA007917	XP_012547796.1
BGIBMGA014622	NP_001243969.1
BGIBMGA000775	XP_012545440.1
BGIBMGA005621	XP_012545771.1
BGIBMGA012026	XP_004932955.2
BGIBMGA009327	XP_012543850.1
BGIBMGA014010	XP_012552137.1
BGIBMGA002456	XP_012550203.1
BGIBMGA005391	NP_001037442.1
BGIBMGA002984	XP_004930981.1
BGIBMGA001268	XP_012547175.1
BGIBMGA008420	XP_012547033.1
BGIBMGA003090	XP_012550071.1
BGIBMGA003355	XP_004923002.1
BGIBMGA005931	XP_004929296.2
BGIBMGA006354	XP_004930680.2
BGIBMGA006321	XP_004923584.2
BGIBMGA013785	XP_004923451.1
BGIBMGA004696	XP_012546115.1
BGIBMGA005170	XP_012545092.1
BGIBMGA000196	XP_004932765.2
BGIBMGA010130	NP_001036841.1
BGIBMGA004825	XP_004923352.1
BGIBMGA008949	XP_004931700.1
BGIBMGA000929	XP_012547343.1
BGIBMGA001813	XP_012548185.1
BGIBMGA007771	XP_004928466.1
BGIBMGA006116	XP_004929335.2
BGIBMGA008763	XP_004926724.1
BGIBMGA009020	XP_004931798.1
BGIBMGA013645	XP_012545083.1
BGIBMGA001162	NP_001106223.1
BGIBMGA008621	XP_004927100.1
BGIBMGA012615	NP_001037494.1
BGIBMGA007459	NP_001093300.1
BGIBMGA013158	XP_012552483.1
BGIBMGA002889	XP_004921595.1
BGIBMGA000071	XP_004923197.1
BGIBMGA004458	XP_012550594.1
BGIBMGA009511	XP_012546988.1
BGIBMGA010748	XP_012551669.1
BGIBMGA005584	XP_004921950.1
BGIBMGA012539	XP_012545028.1
BGIBMGA011207	XP_012549859.1
BGIBMGA004583	XP_012553250.1
BGIBMGA013509	XP_012545886.1
BGIBMGA006026	XP_004929341.1
BGIBMGA014340	XP_012552614.1
BGIBMGA000073	XP_012552946.1
BGIBMGA002295	XP_004922073.1
BGIBMGA008279	XP_012545636.1
BGIBMGA010872	XP_004924276.1
BGIBMGA007324	XP_004927453.1
BGIBMGA008569	XP_004928353.1
BGIBMGA014006	XP_004933570.1
BGIBMGA012527	XP_012545059.1
BGIBMGA013074	XP_004928988.1
BGIBMGA004611	XP_012553202.1
BGIBMGA001923	XP_012551943.1
BGIBMGA003813	XP_012546099.1
BGIBMGA000976	XP_012547294.1
BGIBMGA009522	XP_012552686.1
BGIBMGA006331	XP_012553299.1
BGIBMGA008505	NP_001269152.1
BGIBMGA000239	XP_012550816.1
BGIBMGA002458	NP_001127720.1
BGIBMGA007653	XP_012547798.1
BGIBMGA007903	XP_004928790.1
BGIBMGA002921	XP_012551716.1
BGIBMGA011309	XP_012549823.1
BGIBMGA008492	XP_004928253.1
BGIBMGA008070	XP_004922958.2
BGIBMGA007788	XP_012547778.1
BGIBMGA009709	XP_004933342.2
BGIBMGA007522	NP_001040313.1
BGIBMGA004976	XP_012544391.1
BGIBMGA004922	XP_012544424.1
BGIBMGA010537	XP_012548562.1
BGIBMGA008561	XP_004928450.1
BGIBMGA005752	XP_004923904.1
BGIBMGA007996	XP_012552731.1
BGIBMGA000072	XP_004923161.1
BGIBMGA001003	XP_012547240.1
BGIBMGA013021	XP_012548088.1
BGIBMGA009358	XP_012543864.1
BGIBMGA011706	XP_004931628.1
BGIBMGA000612	NP_001124374.1
BGIBMGA000117	XP_012552942.1
BGIBMGA012635	XP_012546503.1
BGIBMGA006381	XP_004930581.2
BGIBMGA006958	XP_004923238.1
BGIBMGA002731	XP_012551134.1
BGIBMGA012937	XP_012548198.1
BGIBMGA013606	XP_012545109.1
BGIBMGA001824	XP_004922360.1
BGIBMGA002164	NP_001037243.1
BGIBMGA010804	XP_004933029.1
BGIBMGA011621	XP_004931593.1
BGIBMGA014291	XP_004933964.2
BGIBMGA009262	NP_001040508.1
BGIBMGA004470	XP_012550612.1
BGIBMGA009676	XP_004933361.2
BGIBMGA010259	XP_004931360.2
BGIBMGA003175	XP_012549907.1
BGIBMGA011911	XP_004924216.1
BGIBMGA009266	XP_012551248.1
BGIBMGA013906	XP_012552061.1
BGIBMGA005107	NP_001037484.1
BGIBMGA003753	XP_012545559.1
BGIBMGA001796	XP_004922244.1
BGIBMGA013141	XP_004926892.1
BGIBMGA008680	XP_012545502.1
BGIBMGA010201	XP_004931283.1
BGIBMGA003804	XP_004926495.1
BGIBMGA006975	NP_001040523.1
BGIBMGA006685	XP_012549386.1
BGIBMGA001090	XP_012547212.1
BGIBMGA014344	XP_004921535.1
BGIBMGA014115	NP_001037096.1
BGIBMGA008389	XP_004928169.1
BGIBMGA012946	XP_004928856.1
BGIBMGA002888	XP_012552965.1
BGIBMGA006812	XP_012544682.1
BGIBMGA007535	XP_004924633.1
BGIBMGA006942	XP_004923221.1
BGIBMGA001490	NP_001037356.1
BGIBMGA006978	XP_004932581.1
BGIBMGA013686	XP_012546840.1
BGIBMGA006596	XP_004930414.1
BGIBMGA004760	XP_012552392.1
BGIBMGA012515	XP_012543995.1
BGIBMGA002445	XP_004931102.1
BGIBMGA004391	XP_004922555.1
BGIBMGA007677	NP_001040470.1
BGIBMGA007803	XP_004928513.1
BGIBMGA004271	XP_012545135.1
BGIBMGA005943	XP_004929267.1
BGIBMGA013826	NP_001244265.1
BGIBMGA009458	XP_012552646.1
BGIBMGA007357	NP_001103396.1
BGIBMGA003810	XP_004926504.2
BGIBMGA011134	XP_012545654.1
BGIBMGA002705	XP_012551113.1
BGIBMGA010792	XP_012551659.1
BGIBMGA013445	XP_012546199.1
BGIBMGA000328	NP_001166712.1
BGIBMGA001111	XP_012547138.1
BGIBMGA012620	XP_004926232.2
BGIBMGA006412	XP_004930554.2
BGIBMGA000314	XP_004931905.1
BGIBMGA013838	XP_004924377.1
BGIBMGA005331	XP_004932166.1
BGIBMGA009849	XP_004923660.1
BGIBMGA011765	NP_001166753.1
BGIBMGA006982	XP_012551216.1
BGIBMGA003660	XP_004930088.1
BGIBMGA006720	XP_004930350.1
BGIBMGA007065	XP_004932598.1
BGIBMGA007061	NP_001036850.1
BGIBMGA004838	NP_001040341.1
BGIBMGA004932	XP_012544419.1
BGIBMGA000506	XP_004933951.2
BGIBMGA013874	XP_012544282.1
BGIBMGA003760	XP_012545544.1
BGIBMGA013559	XP_012546533.1
BGIBMGA002286	XP_004922070.2
BGIBMGA006313	XP_004923548.1
BGIBMGA001126	XP_004927771.1
BGIBMGA001751	XP_012548201.1
BGIBMGA014059	XP_004927649.1
BGIBMGA006757	XP_004930427.2
BGIBMGA001210	XP_012547130.1
BGIBMGA012518	XP_012544016.1
BGIBMGA009553	XP_012547419.1
BGIBMGA003415	XP_004923026.1
BGIBMGA005815	XP_004923893.1
BGIBMGA012741	XP_012545601.1
BGIBMGA003105	XP_012549912.1
BGIBMGA000795	XP_012545462.1
BGIBMGA008457	XP_012547630.1
BGIBMGA006053	XP_012548342.1
BGIBMGA012871	XP_004928875.1
BGIBMGA000476	XP_004932005.1
BGIBMGA003172	XP_012549907.1
BGIBMGA000424	XP_004931952.1
BGIBMGA013529	XP_012545890.1
BGIBMGA003126	XP_004930904.1
BGIBMGA014310	XP_004934197.1
BGIBMGA013150	XP_004926904.1
BGIBMGA004864	XP_004923423.2
BGIBMGA006563	XP_004930450.1
BGIBMGA009608	XP_004926343.1
BGIBMGA007562	XP_004924626.1
BGIBMGA004136	XP_004922459.1
BGIBMGA000017	NP_001036833.1
BGIBMGA013485	XP_012545879.1
BGIBMGA013603	XP_004925285.2
BGIBMGA006687	XP_004930348.1
BGIBMGA002891	XP_004921598.1
BGIBMGA012709	NP_001243977.1
BGIBMGA004433	XP_012544441.1
BGIBMGA006187	XP_004929240.1
BGIBMGA002954	XP_004931093.1
BGIBMGA009562	NP_001040344.1
BGIBMGA012363	XP_012551784.1
BGIBMGA010055	XP_004923281.2
BGIBMGA011951	XP_004924153.1
BGIBMGA007791	XP_012547780.1
BGIBMGA010024	NP_001093273.1
BGIBMGA010234	NP_001040147.1
BGIBMGA008289	XP_012547504.1
BGIBMGA004990	XP_012544469.1
BGIBMGA008123	XP_012543773.1
BGIBMGA012538	XP_004934372.2
BGIBMGA000639	XP_012548899.1
BGIBMGA008439	NP_001103812.1
BGIBMGA004561	XP_004923499.2
BGIBMGA014328	XP_012547097.1
BGIBMGA003286	XP_012544853.1
BGIBMGA002216	XP_004926842.1
BGIBMGA013579	XP_012545079.1
BGIBMGA006922	XP_012553016.1
BGIBMGA009794	XP_004933317.1
BGIBMGA010565	XP_004929491.1
BGIBMGA013095	XP_004923891.2
BGIBMGA004815	XP_012553137.1
